Description,Product Description
" 
 . Get your camera on the go with this durable camera backpack. This bag has a grey interior for storing your equipment and possessions, and an adjustable dividers for organization. It also has a tripod holder and a water bottle pocket for hydration purposes.  ",Dyazo Water Resistant Camera Backpack with Extra Front Pocket Photographers Bag with Rain Cover Tripod Holder Compatible for Sony Nikon Canon Panasonic DSLR (Black & Orange)
